MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20250218,17031,Cook County,IL,0.00,100.00,3.05,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,17031,Cook County,IL,0.00,100.00,17.94,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,17031,Cook County,IL,0.00,100.00,17.94,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,17031,Cook County,IL,0.00,100.00,17.94,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,17031,Cook County,IL,0.00,100.00,17.94,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,17031,Cook County,IL,0.00,100.00,17.94,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,17031,Cook County,IL,0.00,100.00,17.94,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,17031,Cook County,IL,0.00,100.00,17.94,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20241224,17031,Cook County,IL,0.00,100.00,17.94,0.00,0.00,0.00,2024-12-24,2024-12-30,1
20241217,17031,Cook County,IL,0.00,100.00,17.94,0.00,0.00,0.00,2024-12-17,2024-12-23,1
20241210,17031,Cook County,IL,0.00,100.00,17.98,0.00,0.00,0.00,2024-12-10,2024-12-16,1
20241203,17031,Cook County,IL,0.00,100.00,0.00,0.00,0.00,0.00,2024-12-03,2024-12-09,1
20241126,17031,Cook County,IL,0.00,100.00,0.00,0.00,0.00,0.00,2024-11-26,2024-12-02,1
20241119,17031,Cook County,IL,0.00,100.00,36.25,0.00,0.00,0.00,2024-11-19,2024-11-25,1
20241112,17031,Cook County,IL,0.00,100.00,42.62,0.00,0.00,0.00,2024-11-12,2024-11-18,1
20241105,17031,Cook County,IL,0.00,100.00,100.00,25.54,0.00,0.00,2024-11-05,2024-11-11,1
20241029,17031,Cook County,IL,0.00,100.00,100.00,25.54,0.00,0.00,2024-10-29,2024-11-04,1
20241022,17031,Cook County,IL,0.00,100.00,100.00,22.45,0.00,0.00,2024-10-22,2024-10-28,1
20241015,17031,Cook County,IL,0.00,100.00,56.28,21.93,0.00,0.00,2024-10-15,2024-10-21,1
20241008,17031,Cook County,IL,0.00,100.00,38.70,0.00,0.00,0.00,2024-10-08,2024-10-14,1
20241001,17031,Cook County,IL,0.00,100.00,40.16,0.00,0.00,0.00,2024-10-01,2024-10-07,1
20240924,17031,Cook County,IL,0.00,100.00,100.00,0.00,0.00,0.00,2024-09-24,2024-09-30,1
20240917,17031,Cook County,IL,0.00,100.00,100.00,0.00,0.00,0.00,2024-09-17,2024-09-23,1
20240910,17031,Cook County,IL,0.00,100.00,0.00,0.00,0.00,0.00,2024-09-10,2024-09-16,1
20240903,17031,Cook County,IL,27.89,72.11,0.00,0.00,0.00,0.00,2024-09-03,2024-09-09,1
20240827,17031,Cook County,IL,27.89,72.11,0.00,0.00,0.00,0.00,2024-08-27,2024-09-02,1
20240820,17031,Cook County,IL,27.89,72.11,0.00,0.00,0.00,0.00,2024-08-20,2024-08-26,1
20240813,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-08-13,2024-08-19,1
20240806,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-08-06,2024-08-12,1
20240730,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-30,2024-08-05,1
20240723,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-23,2024-07-29,1
20240716,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-16,2024-07-22,1
20240709,17031,Cook County,IL,82.55,17.45,0.00,0.00,0.00,0.00,2024-07-09,2024-07-15,1
20240702,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-02,2024-07-08,1
20240625,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-25,2024-07-01,1
20240618,17031,Cook County,IL,96.20,3.80,0.00,0.00,0.00,0.00,2024-06-18,2024-06-24,1
20240611,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-11,2024-06-17,1
20240604,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-04,2024-06-10,1
20240528,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-28,2024-06-03,1
20240521,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-21,2024-05-27,1
20240514,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-14,2024-05-20,1
20240507,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-07,2024-05-13,1
20240430,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-30,2024-05-06,1
20240423,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-23,2024-04-29,1
20240416,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-16,2024-04-22,1
20240409,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-09,2024-04-15,1
20240402,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-02,2024-04-08,1
20240326,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-26,2024-04-01,1
20240319,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-19,2024-03-25,1
20240312,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-12,2024-03-18,1
20240305,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-05,2024-03-11,1
20240227,17031,Cook County,IL,18.43,81.57,0.00,0.00,0.00,0.00,2024-02-27,2024-03-04,1
20240220,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-20,2024-02-26,1
20240213,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-13,2024-02-19,1
20240206,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-06,2024-02-12,1
20240130,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-30,2024-02-05,1
20240123,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-23,2024-01-29,1
20240116,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-16,2024-01-22,1
20240109,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-09,2024-01-15,1
20240102,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-02,2024-01-08,1
20231226,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-26,2024-01-01,1
20231219,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-19,2023-12-25,1
20231212,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-12,2023-12-18,1
20231205,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-05,2023-12-11,1
20231128,17031,Cook County,IL,42.81,57.19,0.00,0.00,0.00,0.00,2023-11-28,2023-12-04,1
20231121,17031,Cook County,IL,42.81,57.19,0.00,0.00,0.00,0.00,2023-11-21,2023-11-27,1
20231114,17031,Cook County,IL,56.62,43.38,0.00,0.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,17031,Cook County,IL,56.62,43.38,0.00,0.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,17031,Cook County,IL,91.33,8.67,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,17031,Cook County,IL,83.99,16.01,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,17031,Cook County,IL,91.23,8.77,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,17031,Cook County,IL,55.80,44.20,1.93,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,17031,Cook County,IL,23.99,76.01,1.93,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,17031,Cook County,IL,0.00,100.00,1.93,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,17031,Cook County,IL,0.00,100.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,17031,Cook County,IL,52.01,47.99,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,17031,Cook County,IL,52.01,47.99,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,17031,Cook County,IL,0.00,100.00,0.05,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,17031,Cook County,IL,0.00,100.00,0.03,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20230725,17031,Cook County,IL,0.00,100.00,23.23,0.04,0.00,0.00,2023-07-25,2023-07-31,1
20230718,17031,Cook County,IL,0.00,100.00,23.23,0.04,0.00,0.00,2023-07-18,2023-07-24,1
20230711,17031,Cook County,IL,0.00,100.00,61.17,27.59,0.00,0.00,2023-07-11,2023-07-17,1
20230704,17031,Cook County,IL,0.00,100.00,100.00,40.27,0.00,0.00,2023-07-04,2023-07-10,1
20230627,17031,Cook County,IL,0.00,100.00,100.00,100.00,0.00,0.00,2023-06-27,2023-07-03,1
20230620,17031,Cook County,IL,0.00,100.00,100.00,100.00,0.00,0.00,2023-06-20,2023-06-26,1
20230613,17031,Cook County,IL,0.00,100.00,100.00,95.18,0.00,0.00,2023-06-13,2023-06-19,1
20230606,17031,Cook County,IL,0.00,100.00,100.00,0.00,0.00,0.00,2023-06-06,2023-06-12,1
20230530,17031,Cook County,IL,0.00,100.00,84.39,0.00,0.00,0.00,2023-05-30,2023-06-05,1
20230523,17031,Cook County,IL,0.00,100.00,44.16,0.00,0.00,0.00,2023-05-23,2023-05-29,1
20230516,17031,Cook County,IL,29.50,70.50,0.00,0.00,0.00,0.00,2023-05-16,2023-05-22,1
20230509,17031,Cook County,IL,27.33,72.67,0.00,0.00,0.00,0.00,2023-05-09,2023-05-15,1
20230502,17031,Cook County,IL,85.60,14.40,0.00,0.00,0.00,0.00,2023-05-02,2023-05-08,1
20230425,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1
20230418,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-18,2023-04-24,1
20230411,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-11,2023-04-17,1
20230404,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-04,2023-04-10,1
20230328,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-28,2023-04-03,1
20230321,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-21,2023-03-27,1
20230314,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-14,2023-03-20,1
20230307,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-07,2023-03-13,1
20230228,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-28,2023-03-06,1
20230221,17031,Cook County,IL,91.48,8.52,0.00,0.00,0.00,0.00,2023-02-21,2023-02-27,1
20230214,17031,Cook County,IL,91.48,8.52,0.00,0.00,0.00,0.00,2023-02-14,2023-02-20,1
20230207,17031,Cook County,IL,14.79,85.21,0.00,0.00,0.00,0.00,2023-02-07,2023-02-13,1
20230131,17031,Cook County,IL,14.79,85.21,0.00,0.00,0.00,0.00,2023-01-31,2023-02-06,1
20230124,17031,Cook County,IL,7.48,92.52,0.00,0.00,0.00,0.00,2023-01-24,2023-01-30,1
20230117,17031,Cook County,IL,0.00,100.00,0.00,0.00,0.00,0.00,2023-01-17,2023-01-23,1
20230110,17031,Cook County,IL,0.00,100.00,0.00,0.00,0.00,0.00,2023-01-10,2023-01-16,1
20230103,17031,Cook County,IL,0.00,100.00,0.00,0.00,0.00,0.00,2023-01-03,2023-01-09,1
20221227,17031,Cook County,IL,0.00,100.00,21.41,0.00,0.00,0.00,2022-12-27,2023-01-02,1
20221220,17031,Cook County,IL,0.00,100.00,21.41,0.00,0.00,0.00,2022-12-20,2022-12-26,1
20221213,17031,Cook County,IL,0.00,100.00,96.61,0.00,0.00,0.00,2022-12-13,2022-12-19,1
20221206,17031,Cook County,IL,0.00,100.00,96.61,0.00,0.00,0.00,2022-12-06,2022-12-12,1
20221129,17031,Cook County,IL,0.00,100.00,76.57,0.00,0.00,0.00,2022-11-29,2022-12-05,1
20221122,17031,Cook County,IL,0.00,100.00,49.36,0.00,0.00,0.00,2022-11-22,2022-11-28,1
20221115,17031,Cook County,IL,0.00,100.00,49.36,0.00,0.00,0.00,2022-11-15,2022-11-21,1
20221108,17031,Cook County,IL,0.00,100.00,22.49,0.00,0.00,0.00,2022-11-08,2022-11-14,1
20221101,17031,Cook County,IL,0.00,100.00,30.05,0.00,0.00,0.00,2022-11-01,2022-11-07,1
20221025,17031,Cook County,IL,0.00,100.00,44.77,0.00,0.00,0.00,2022-10-25,2022-10-31,1
20221018,17031,Cook County,IL,2.88,97.12,1.21,0.00,0.00,0.00,2022-10-18,2022-10-24,1
20221011,17031,Cook County,IL,2.88,97.12,0.64,0.00,0.00,0.00,2022-10-11,2022-10-17,1
20221004,17031,Cook County,IL,30.42,69.58,0.00,0.00,0.00,0.00,2022-10-04,2022-10-10,1
20220927,17031,Cook County,IL,31.50,68.50,0.00,0.00,0.00,0.00,2022-09-27,2022-10-03,1
20220920,17031,Cook County,IL,98.65,1.35,0.00,0.00,0.00,0.00,2022-09-20,2022-09-26,1
20220913,17031,Cook County,IL,69.93,30.07,0.00,0.00,0.00,0.00,2022-09-13,2022-09-19,1
20220906,17031,Cook County,IL,17.66,82.34,0.00,0.00,0.00,0.00,2022-09-06,2022-09-12,1
20220830,17031,Cook County,IL,39.68,60.32,0.00,0.00,0.00,0.00,2022-08-30,2022-09-05,1
20220823,17031,Cook County,IL,39.68,60.32,0.00,0.00,0.00,0.00,2022-08-23,2022-08-29,1
20220816,17031,Cook County,IL,81.09,18.91,0.00,0.00,0.00,0.00,2022-08-16,2022-08-22,1
20220809,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2022-08-09,2022-08-15,1
20220802,17031,Cook County,IL,99.94,0.06,0.00,0.00,0.00,0.00,2022-08-02,2022-08-08,1
20220726,17031,Cook County,IL,99.94,0.06,0.00,0.00,0.00,0.00,2022-07-26,2022-08-01,1
20220719,17031,Cook County,IL,75.74,24.26,0.00,0.00,0.00,0.00,2022-07-19,2022-07-25,1
20220712,17031,Cook County,IL,24.44,75.56,0.00,0.00,0.00,0.00,2022-07-12,2022-07-18,1
20220705,17031,Cook County,IL,31.12,68.88,0.00,0.00,0.00,0.00,2022-07-05,2022-07-11,1
20220628,17031,Cook County,IL,31.48,68.52,0.00,0.00,0.00,0.00,2022-06-28,2022-07-04,1
20220621,17031,Cook County,IL,58.89,41.11,0.00,0.00,0.00,0.00,2022-06-21,2022-06-27,1
20220614,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2022-06-14,2022-06-20,1
20220607,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2022-06-07,2022-06-13,1
20220531,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-31,2022-06-06,1
20220524,17031,Cook County,IL,99.67,0.33,0.00,0.00,0.00,0.00,2022-05-24,2022-05-30,1
20220517,17031,Cook County,IL,99.67,0.33,0.00,0.00,0.00,0.00,2022-05-17,2022-05-23,1
20220510,17031,Cook County,IL,99.67,0.33,0.00,0.00,0.00,0.00,2022-05-10,2022-05-16,1
20220503,17031,Cook County,IL,99.67,0.33,0.00,0.00,0.00,0.00,2022-05-03,2022-05-09,1
20220426,17031,Cook County,IL,99.67,0.33,0.00,0.00,0.00,0.00,2022-04-26,2022-05-02,1
20220419,17031,Cook County,IL,97.11,2.89,0.00,0.00,0.00,0.00,2022-04-19,2022-04-25,1
20220412,17031,Cook County,IL,97.11,2.89,0.00,0.00,0.00,0.00,2022-04-12,2022-04-18,1
20220405,17031,Cook County,IL,89.09,10.91,0.00,0.00,0.00,0.00,2022-04-05,2022-04-11,1
20220329,17031,Cook County,IL,89.09,10.91,0.00,0.00,0.00,0.00,2022-03-29,2022-04-04,1
20220322,17031,Cook County,IL,89.09,10.91,0.00,0.00,0.00,0.00,2022-03-22,2022-03-28,1
20220315,17031,Cook County,IL,89.09,10.91,0.00,0.00,0.00,0.00,2022-03-15,2022-03-21,1
20220308,17031,Cook County,IL,89.09,10.91,0.00,0.00,0.00,0.00,2022-03-08,2022-03-14,1
20220301,17031,Cook County,IL,88.14,11.86,0.00,0.00,0.00,0.00,2022-03-01,2022-03-07,1
20220222,17031,Cook County,IL,73.48,26.52,0.00,0.00,0.00,0.00,2022-02-22,2022-02-28,1
20220215,17031,Cook County,IL,71.76,28.24,0.00,0.00,0.00,0.00,2022-02-15,2022-02-21,1
20220208,17031,Cook County,IL,71.76,28.24,0.00,0.00,0.00,0.00,2022-02-08,2022-02-14,1
20220201,17031,Cook County,IL,71.76,28.24,0.00,0.00,0.00,0.00,2022-02-01,2022-02-07,1
20220125,17031,Cook County,IL,71.76,28.24,0.00,0.00,0.00,0.00,2022-01-25,2022-01-31,1
20220118,17031,Cook County,IL,71.76,28.24,0.00,0.00,0.00,0.00,2022-01-18,2022-01-24,1
20220111,17031,Cook County,IL,72.04,27.96,0.00,0.00,0.00,0.00,2022-01-11,2022-01-17,1
20220104,17031,Cook County,IL,78.22,21.78,0.00,0.00,0.00,0.00,2022-01-04,2022-01-10,1
20211228,17031,Cook County,IL,73.27,26.73,2.44,0.00,0.00,0.00,2021-12-28,2022-01-03,1
20211221,17031,Cook County,IL,73.28,26.72,2.44,0.00,0.00,0.00,2021-12-21,2021-12-27,1
20211214,17031,Cook County,IL,73.59,26.41,2.44,0.00,0.00,0.00,2021-12-14,2021-12-20,1
20211207,17031,Cook County,IL,73.59,26.41,2.44,0.00,0.00,0.00,2021-12-07,2021-12-13,1
20211130,17031,Cook County,IL,73.59,26.41,2.44,0.00,0.00,0.00,2021-11-30,2021-12-06,1
20211123,17031,Cook County,IL,73.59,26.41,2.44,0.00,0.00,0.00,2021-11-23,2021-11-29,1
20211116,17031,Cook County,IL,73.59,26.41,2.44,0.00,0.00,0.00,2021-11-16,2021-11-22,1
20211109,17031,Cook County,IL,73.59,26.41,2.44,0.00,0.00,0.00,2021-11-09,2021-11-15,1
20211102,17031,Cook County,IL,73.59,26.41,2.44,0.00,0.00,0.00,2021-11-02,2021-11-08,1
20211026,17031,Cook County,IL,73.59,26.41,2.44,0.00,0.00,0.00,2021-10-26,2021-11-01,1
20211019,17031,Cook County,IL,60.73,39.27,13.95,0.00,0.00,0.00,2021-10-19,2021-10-25,1
20211012,17031,Cook County,IL,24.48,75.52,20.00,0.00,0.00,0.00,2021-10-12,2021-10-18,1
20211005,17031,Cook County,IL,23.31,76.69,22.67,0.00,0.00,0.00,2021-10-05,2021-10-11,1
20210928,17031,Cook County,IL,23.47,76.53,22.37,0.00,0.00,0.00,2021-09-28,2021-10-04,1
20210921,17031,Cook County,IL,23.47,76.53,10.58,0.00,0.00,0.00,2021-09-21,2021-09-27,1
20210914,17031,Cook County,IL,23.47,76.53,10.58,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210907,17031,Cook County,IL,87.28,12.72,3.34,0.00,0.00,0.00,2021-09-07,2021-09-13,1
20210831,17031,Cook County,IL,86.90,13.10,3.34,0.00,0.00,0.00,2021-08-31,2021-09-06,1
20210824,17031,Cook County,IL,1.31,98.69,3.41,0.00,0.00,0.00,2021-08-24,2021-08-30,1
20210817,17031,Cook County,IL,1.31,98.69,3.41,0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210810,17031,Cook County,IL,1.31,98.69,4.81,0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210803,17031,Cook County,IL,75.42,24.58,4.97,0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210727,17031,Cook County,IL,77.11,22.89,3.51,0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210720,17031,Cook County,IL,77.11,22.89,3.51,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210713,17031,Cook County,IL,77.11,22.89,3.84,0.00,0.00,0.00,2021-07-13,2021-07-19,1
20210706,17031,Cook County,IL,76.43,23.57,4.40,0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210629,17031,Cook County,IL,33.67,66.33,11.17,0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210622,17031,Cook County,IL,0.00,100.00,66.34,11.55,0.00,0.00,2021-06-22,2021-06-28,1
20210615,17031,Cook County,IL,0.00,100.00,66.34,43.45,11.48,0.00,2021-06-15,2021-06-21,1
20210608,17031,Cook County,IL,2.20,97.80,66.34,43.45,0.00,0.00,2021-06-08,2021-06-14,1
20210601,17031,Cook County,IL,2.20,97.80,66.34,43.45,0.00,0.00,2021-06-01,2021-06-07,1
20210525,17031,Cook County,IL,0.00,100.00,71.65,43.45,0.00,0.00,2021-05-25,2021-05-31,1
20210518,17031,Cook County,IL,0.00,100.00,70.53,43.45,0.00,0.00,2021-05-18,2021-05-24,1
20210511,17031,Cook County,IL,0.00,100.00,70.53,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210504,17031,Cook County,IL,0.00,100.00,100.00,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210427,17031,Cook County,IL,0.00,100.00,100.00,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210420,17031,Cook County,IL,0.00,100.00,67.56,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210413,17031,Cook County,IL,5.01,94.99,0.00,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210406,17031,Cook County,IL,0.00,100.00,0.00,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210330,17031,Cook County,IL,8.33,91.67,0.00,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210323,17031,Cook County,IL,77.64,22.36,0.00,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210316,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210309,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210302,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210223,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-23,2021-03-01,1
20210216,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-16,2021-02-22,1
20210209,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-09,2021-02-15,1
20210202,17031,Cook County,IL,96.90,3.10,0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,1
20210126,17031,Cook County,IL,71.83,28.17,0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,1
20210119,17031,Cook County,IL,71.83,28.17,0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210112,17031,Cook County,IL,71.83,28.17,0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210105,17031,Cook County,IL,71.83,28.17,0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,1
20201229,17031,Cook County,IL,71.95,28.05,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201222,17031,Cook County,IL,71.95,28.05,0.00,0.00,0.00,0.00,2020-12-22,2020-12-28,1
20201215,17031,Cook County,IL,71.95,28.05,0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,1
20201208,17031,Cook County,IL,71.95,28.05,0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,1
20201201,17031,Cook County,IL,68.89,31.11,0.00,0.00,0.00,0.00,2020-12-01,2020-12-07,1
20201124,17031,Cook County,IL,68.18,31.82,0.00,0.00,0.00,0.00,2020-11-24,2020-11-30,1
20201117,17031,Cook County,IL,68.18,31.82,0.00,0.00,0.00,0.00,2020-11-17,2020-11-23,1
20201110,17031,Cook County,IL,67.92,32.08,0.00,0.00,0.00,0.00,2020-11-10,2020-11-16,1
20201103,17031,Cook County,IL,67.92,32.08,0.00,0.00,0.00,0.00,2020-11-03,2020-11-09,1
20201027,17031,Cook County,IL,69.24,30.76,0.00,0.00,0.00,0.00,2020-10-27,2020-11-02,1
20201020,17031,Cook County,IL,0.00,100.00,0.00,0.00,0.00,0.00,2020-10-20,2020-10-26,1
20201013,17031,Cook County,IL,0.00,100.00,0.00,0.00,0.00,0.00,2020-10-13,2020-10-19,1
20201006,17031,Cook County,IL,21.66,78.34,0.00,0.00,0.00,0.00,2020-10-06,2020-10-12,1
20200929,17031,Cook County,IL,0.00,100.00,33.34,0.00,0.00,0.00,2020-09-29,2020-10-05,1
20200922,17031,Cook County,IL,0.00,100.00,73.81,0.00,0.00,0.00,2020-09-22,2020-09-28,1
20200915,17031,Cook County,IL,0.00,100.00,73.81,0.00,0.00,0.00,2020-09-15,2020-09-21,1
20200908,17031,Cook County,IL,0.00,100.00,90.81,0.00,0.00,0.00,2020-09-08,2020-09-14,1
20200901,17031,Cook County,IL,0.00,100.00,89.61,0.00,0.00,0.00,2020-09-01,2020-09-07,1
20200825,17031,Cook County,IL,0.00,100.00,17.32,0.00,0.00,0.00,2020-08-25,2020-08-31,1
20200818,17031,Cook County,IL,36.55,63.45,0.00,0.00,0.00,0.00,2020-08-18,2020-08-24,1
20200811,17031,Cook County,IL,98.89,1.11,0.00,0.00,0.00,0.00,2020-08-11,2020-08-17,1
20200804,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-04,2020-08-10,1
20200728,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-28,2020-08-03,1
20200721,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,1
20200714,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,1
20200707,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,1
20200630,17031,Cook County,IL,98.65,1.35,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,1
20200623,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,1
20200616,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200609,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200602,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,1
20200526,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,1
20200519,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200512,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200505,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200428,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200421,17031,Cook County,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
